utterance_str	utterance_lst	orig_utterance_str	orig_utterance_lst
woman toast boy package	['woman', 'toast', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman pizza boy package	['woman', 'pizza', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman coffee boy package	['woman', 'coffee', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman tea boy package	['woman', 'tea', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman soup boy package	['woman', 'soup', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman sugar boy package	['woman', 'sugar', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman book boy package	['woman', 'book', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman letter boy package	['woman', 'letter', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman package boy package	['woman', 'package', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman gift boy package	['woman', 'gift', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman eggs boy gift	['woman', 'eggs', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman toast boy gift	['woman', 'toast', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman pizza boy gift	['woman', 'pizza', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman coffee boy gift	['woman', 'coffee', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman tea boy gift	['woman', 'tea', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman soup boy gift	['woman', 'soup', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman sugar boy gift	['woman', 'sugar', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman book boy gift	['woman', 'book', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman letter boy gift	['woman', 'letter', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman package boy gift	['woman', 'package', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman gift boy gift	['woman', 'gift', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman eggs girl letter	['woman', 'eggs', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman toast girl letter	['woman', 'toast', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman pizza girl letter	['woman', 'pizza', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman coffee girl letter	['woman', 'coffee', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman tea girl letter	['woman', 'tea', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman soup girl letter	['woman', 'soup', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman sugar girl letter	['woman', 'sugar', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman book girl letter	['woman', 'book', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman letter girl letter	['woman', 'letter', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman package girl letter	['woman', 'package', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman gift girl letter	['woman', 'gift', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman eggs girl package	['woman', 'eggs', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman toast girl package	['woman', 'toast', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman pizza girl package	['woman', 'pizza', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman coffee girl package	['woman', 'coffee', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman tea girl package	['woman', 'tea', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman soup girl package	['woman', 'soup', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman sugar girl package	['woman', 'sugar', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman book girl package	['woman', 'book', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman letter girl package	['woman', 'letter', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman package girl package	['woman', 'package', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman gift girl package	['woman', 'gift', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman eggs girl gift	['woman', 'eggs', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman toast girl gift	['woman', 'toast', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman pizza girl gift	['woman', 'pizza', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman coffee girl gift	['woman', 'coffee', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman tea girl gift	['woman', 'tea', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman soup girl gift	['woman', 'soup', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman sugar girl gift	['woman', 'sugar', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman book girl gift	['woman', 'book', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman letter girl gift	['woman', 'letter', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman package girl gift	['woman', 'package', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman gift girl gift	['woman', 'gift', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
man eggs man coffee	['man', 'eggs', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man toast man coffee	['man', 'toast', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man pizza man coffee	['man', 'pizza', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man coffee man coffee	['man', 'coffee', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man tea man coffee	['man', 'tea', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man soup man coffee	['man', 'soup', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man sugar man coffee	['man', 'sugar', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man book man coffee	['man', 'book', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man letter man coffee	['man', 'letter', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man package man coffee	['man', 'package', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man gift man coffee	['man', 'gift', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man eggs man tea	['man', 'eggs', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man toast man tea	['man', 'toast', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man pizza man tea	['man', 'pizza', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man coffee man tea	['man', 'coffee', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man tea man tea	['man', 'tea', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man soup man tea	['man', 'soup', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man sugar man tea	['man', 'sugar', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man book man tea	['man', 'book', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man letter man tea	['man', 'letter', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man package man tea	['man', 'package', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man gift man tea	['man', 'gift', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man eggs man sugar	['man', 'eggs', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man toast man sugar	['man', 'toast', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man pizza man sugar	['man', 'pizza', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man coffee man sugar	['man', 'coffee', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man tea man sugar	['man', 'tea', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man soup man sugar	['man', 'soup', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man sugar man sugar	['man', 'sugar', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man book man sugar	['man', 'book', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man letter man sugar	['man', 'letter', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man package man sugar	['man', 'package', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man gift man sugar	['man', 'gift', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man eggs man book	['man', 'eggs', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man toast man book	['man', 'toast', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man pizza man book	['man', 'pizza', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man coffee man book	['man', 'coffee', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man tea man book	['man', 'tea', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man soup man book	['man', 'soup', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man sugar man book	['man', 'sugar', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man book man book	['man', 'book', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man letter man book	['man', 'letter', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man package man book	['man', 'package', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man gift man book	['man', 'gift', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man eggs woman coffee	['man', 'eggs', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man toast woman coffee	['man', 'toast', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man pizza woman coffee	['man', 'pizza', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man coffee woman coffee	['man', 'coffee', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man tea woman coffee	['man', 'tea', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man soup woman coffee	['man', 'soup', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man sugar woman coffee	['man', 'sugar', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man book woman coffee	['man', 'book', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man letter woman coffee	['man', 'letter', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man package woman coffee	['man', 'package', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man gift woman coffee	['man', 'gift', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man eggs woman tea	['man', 'eggs', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man toast woman tea	['man', 'toast', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man pizza woman tea	['man', 'pizza', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man coffee woman tea	['man', 'coffee', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man tea woman tea	['man', 'tea', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man soup woman tea	['man', 'soup', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man sugar woman tea	['man', 'sugar', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man book woman tea	['man', 'book', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man letter woman tea	['man', 'letter', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man package woman tea	['man', 'package', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man gift woman tea	['man', 'gift', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man eggs woman sugar	['man', 'eggs', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man toast woman sugar	['man', 'toast', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man pizza woman sugar	['man', 'pizza', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man coffee woman sugar	['man', 'coffee', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man tea woman sugar	['man', 'tea', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man soup woman sugar	['man', 'soup', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man sugar woman sugar	['man', 'sugar', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man book woman sugar	['man', 'book', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man letter woman sugar	['man', 'letter', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man package woman sugar	['man', 'package', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man gift woman sugar	['man', 'gift', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man eggs woman book	['man', 'eggs', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man toast woman book	['man', 'toast', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man pizza woman book	['man', 'pizza', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man coffee woman book	['man', 'coffee', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man tea woman book	['man', 'tea', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man soup woman book	['man', 'soup', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man sugar woman book	['man', 'sugar', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man book woman book	['man', 'book', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man letter woman book	['man', 'letter', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man package woman book	['man', 'package', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man gift woman book	['man', 'gift', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
woman eggs man coffee	['woman', 'eggs', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman toast man coffee	['woman', 'toast', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman pizza man coffee	['woman', 'pizza', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman coffee man coffee	['woman', 'coffee', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman tea man coffee	['woman', 'tea', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman soup man coffee	['woman', 'soup', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman sugar man coffee	['woman', 'sugar', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman book man coffee	['woman', 'book', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman letter man coffee	['woman', 'letter', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman package man coffee	['woman', 'package', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman gift man coffee	['woman', 'gift', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman eggs man tea	['woman', 'eggs', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman toast man tea	['woman', 'toast', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman pizza man tea	['woman', 'pizza', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman coffee man tea	['woman', 'coffee', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman tea man tea	['woman', 'tea', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman soup man tea	['woman', 'soup', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman sugar man tea	['woman', 'sugar', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman book man tea	['woman', 'book', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman letter man tea	['woman', 'letter', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman package man tea	['woman', 'package', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman gift man tea	['woman', 'gift', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman eggs man sugar	['woman', 'eggs', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman toast man sugar	['woman', 'toast', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman pizza man sugar	['woman', 'pizza', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman coffee man sugar	['woman', 'coffee', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman tea man sugar	['woman', 'tea', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman soup man sugar	['woman', 'soup', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman sugar man sugar	['woman', 'sugar', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman book man sugar	['woman', 'book', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
