utterance_str	utterance_lst	orig_utterance_str	orig_utterance_lst
woman borrowed girl package	['woman', 'borrowed', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman ate girl package	['woman', 'ate', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman took girl gift	['woman', 'took', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman drank girl gift	['woman', 'drank', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman borrowed girl gift	['woman', 'borrowed', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman ate girl gift	['woman', 'ate', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
man took man coffee	['man', 'took', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man drank man coffee	['man', 'drank', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man borrowed man coffee	['man', 'borrowed', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man ate man coffee	['man', 'ate', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man took man tea	['man', 'took', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man drank man tea	['man', 'drank', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man borrowed man tea	['man', 'borrowed', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man ate man tea	['man', 'ate', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man took man sugar	['man', 'took', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man drank man sugar	['man', 'drank', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man borrowed man sugar	['man', 'borrowed', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man ate man sugar	['man', 'ate', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man took man book	['man', 'took', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man drank man book	['man', 'drank', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man borrowed man book	['man', 'borrowed', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man ate man book	['man', 'ate', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man took woman coffee	['man', 'took', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man drank woman coffee	['man', 'drank', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man borrowed woman coffee	['man', 'borrowed', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man ate woman coffee	['man', 'ate', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man took woman tea	['man', 'took', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man drank woman tea	['man', 'drank', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man borrowed woman tea	['man', 'borrowed', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man ate woman tea	['man', 'ate', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man took woman sugar	['man', 'took', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man drank woman sugar	['man', 'drank', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man borrowed woman sugar	['man', 'borrowed', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man ate woman sugar	['man', 'ate', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man took woman book	['man', 'took', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man drank woman book	['man', 'drank', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man borrowed woman book	['man', 'borrowed', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man ate woman book	['man', 'ate', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
woman took man coffee	['woman', 'took', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman drank man coffee	['woman', 'drank', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman borrowed man coffee	['woman', 'borrowed', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman ate man coffee	['woman', 'ate', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman took man tea	['woman', 'took', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman drank man tea	['woman', 'drank', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman borrowed man tea	['woman', 'borrowed', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman ate man tea	['woman', 'ate', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman took man sugar	['woman', 'took', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman drank man sugar	['woman', 'drank', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman borrowed man sugar	['woman', 'borrowed', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman ate man sugar	['woman', 'ate', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman took man book	['woman', 'took', 'man', 'book']	woman lent man book	['woman', 'lent', 'man', 'book']
woman drank man book	['woman', 'drank', 'man', 'book']	woman lent man book	['woman', 'lent', 'man', 'book']
woman borrowed man book	['woman', 'borrowed', 'man', 'book']	woman lent man book	['woman', 'lent', 'man', 'book']
woman ate man book	['woman', 'ate', 'man', 'book']	woman lent man book	['woman', 'lent', 'man', 'book']
woman took woman coffee	['woman', 'took', 'woman', 'coffee']	woman lent woman coffee	['woman', 'lent', 'woman', 'coffee']
woman drank woman coffee	['woman', 'drank', 'woman', 'coffee']	woman lent woman coffee	['woman', 'lent', 'woman', 'coffee']
woman borrowed woman coffee	['woman', 'borrowed', 'woman', 'coffee']	woman lent woman coffee	['woman', 'lent', 'woman', 'coffee']
woman ate woman coffee	['woman', 'ate', 'woman', 'coffee']	woman lent woman coffee	['woman', 'lent', 'woman', 'coffee']
woman took woman tea	['woman', 'took', 'woman', 'tea']	woman lent woman tea	['woman', 'lent', 'woman', 'tea']
woman drank woman tea	['woman', 'drank', 'woman', 'tea']	woman lent woman tea	['woman', 'lent', 'woman', 'tea']
woman borrowed woman tea	['woman', 'borrowed', 'woman', 'tea']	woman lent woman tea	['woman', 'lent', 'woman', 'tea']
woman ate woman tea	['woman', 'ate', 'woman', 'tea']	woman lent woman tea	['woman', 'lent', 'woman', 'tea']
woman took woman sugar	['woman', 'took', 'woman', 'sugar']	woman lent woman sugar	['woman', 'lent', 'woman', 'sugar']
woman drank woman sugar	['woman', 'drank', 'woman', 'sugar']	woman lent woman sugar	['woman', 'lent', 'woman', 'sugar']
woman borrowed woman sugar	['woman', 'borrowed', 'woman', 'sugar']	woman lent woman sugar	['woman', 'lent', 'woman', 'sugar']
woman ate woman sugar	['woman', 'ate', 'woman', 'sugar']	woman lent woman sugar	['woman', 'lent', 'woman', 'sugar']
woman took woman book	['woman', 'took', 'woman', 'book']	woman lent woman book	['woman', 'lent', 'woman', 'book']
woman drank woman book	['woman', 'drank', 'woman', 'book']	woman lent woman book	['woman', 'lent', 'woman', 'book']
woman borrowed woman book	['woman', 'borrowed', 'woman', 'book']	woman lent woman book	['woman', 'lent', 'woman', 'book']
woman ate woman book	['woman', 'ate', 'woman', 'book']	woman lent woman book	['woman', 'lent', 'woman', 'book']
man took man eggs	['man', 'took', 'man', 'eggs']	man gave man eggs	['man', 'gave', 'man', 'eggs']
man drank man eggs	['man', 'drank', 'man', 'eggs']	man gave man eggs	['man', 'gave', 'man', 'eggs']
man borrowed man eggs	['man', 'borrowed', 'man', 'eggs']	man gave man eggs	['man', 'gave', 'man', 'eggs']
man ate man eggs	['man', 'ate', 'man', 'eggs']	man gave man eggs	['man', 'gave', 'man', 'eggs']
man took man toast	['man', 'took', 'man', 'toast']	man gave man toast	['man', 'gave', 'man', 'toast']
man drank man toast	['man', 'drank', 'man', 'toast']	man gave man toast	['man', 'gave', 'man', 'toast']
man borrowed man toast	['man', 'borrowed', 'man', 'toast']	man gave man toast	['man', 'gave', 'man', 'toast']
man ate man toast	['man', 'ate', 'man', 'toast']	man gave man toast	['man', 'gave', 'man', 'toast']
man took man pizza	['man', 'took', 'man', 'pizza']	man gave man pizza	['man', 'gave', 'man', 'pizza']
man drank man pizza	['man', 'drank', 'man', 'pizza']	man gave man pizza	['man', 'gave', 'man', 'pizza']
man borrowed man pizza	['man', 'borrowed', 'man', 'pizza']	man gave man pizza	['man', 'gave', 'man', 'pizza']
man ate man pizza	['man', 'ate', 'man', 'pizza']	man gave man pizza	['man', 'gave', 'man', 'pizza']
man took man coffee	['man', 'took', 'man', 'coffee']	man gave man coffee	['man', 'gave', 'man', 'coffee']
man drank man coffee	['man', 'drank', 'man', 'coffee']	man gave man coffee	['man', 'gave', 'man', 'coffee']
man borrowed man coffee	['man', 'borrowed', 'man', 'coffee']	man gave man coffee	['man', 'gave', 'man', 'coffee']
man ate man coffee	['man', 'ate', 'man', 'coffee']	man gave man coffee	['man', 'gave', 'man', 'coffee']
man took man tea	['man', 'took', 'man', 'tea']	man gave man tea	['man', 'gave', 'man', 'tea']
man drank man tea	['man', 'drank', 'man', 'tea']	man gave man tea	['man', 'gave', 'man', 'tea']
man borrowed man tea	['man', 'borrowed', 'man', 'tea']	man gave man tea	['man', 'gave', 'man', 'tea']
man ate man tea	['man', 'ate', 'man', 'tea']	man gave man tea	['man', 'gave', 'man', 'tea']
man took man soup	['man', 'took', 'man', 'soup']	man gave man soup	['man', 'gave', 'man', 'soup']
man drank man soup	['man', 'drank', 'man', 'soup']	man gave man soup	['man', 'gave', 'man', 'soup']
man borrowed man soup	['man', 'borrowed', 'man', 'soup']	man gave man soup	['man', 'gave', 'man', 'soup']
man ate man soup	['man', 'ate', 'man', 'soup']	man gave man soup	['man', 'gave', 'man', 'soup']
man took man sugar	['man', 'took', 'man', 'sugar']	man gave man sugar	['man', 'gave', 'man', 'sugar']
man drank man sugar	['man', 'drank', 'man', 'sugar']	man gave man sugar	['man', 'gave', 'man', 'sugar']
man borrowed man sugar	['man', 'borrowed', 'man', 'sugar']	man gave man sugar	['man', 'gave', 'man', 'sugar']
man ate man sugar	['man', 'ate', 'man', 'sugar']	man gave man sugar	['man', 'gave', 'man', 'sugar']
man took man book	['man', 'took', 'man', 'book']	man gave man book	['man', 'gave', 'man', 'book']
man drank man book	['man', 'drank', 'man', 'book']	man gave man book	['man', 'gave', 'man', 'book']
man borrowed man book	['man', 'borrowed', 'man', 'book']	man gave man book	['man', 'gave', 'man', 'book']
man ate man book	['man', 'ate', 'man', 'book']	man gave man book	['man', 'gave', 'man', 'book']
man took man letter	['man', 'took', 'man', 'letter']	man gave man letter	['man', 'gave', 'man', 'letter']
man drank man letter	['man', 'drank', 'man', 'letter']	man gave man letter	['man', 'gave', 'man', 'letter']
man borrowed man letter	['man', 'borrowed', 'man', 'letter']	man gave man letter	['man', 'gave', 'man', 'letter']
man ate man letter	['man', 'ate', 'man', 'letter']	man gave man letter	['man', 'gave', 'man', 'letter']
man took man package	['man', 'took', 'man', 'package']	man gave man package	['man', 'gave', 'man', 'package']
man drank man package	['man', 'drank', 'man', 'package']	man gave man package	['man', 'gave', 'man', 'package']
man borrowed man package	['man', 'borrowed', 'man', 'package']	man gave man package	['man', 'gave', 'man', 'package']
man ate man package	['man', 'ate', 'man', 'package']	man gave man package	['man', 'gave', 'man', 'package']
man took man gift	['man', 'took', 'man', 'gift']	man gave man gift	['man', 'gave', 'man', 'gift']
man drank man gift	['man', 'drank', 'man', 'gift']	man gave man gift	['man', 'gave', 'man', 'gift']
man borrowed man gift	['man', 'borrowed', 'man', 'gift']	man gave man gift	['man', 'gave', 'man', 'gift']
man ate man gift	['man', 'ate', 'man', 'gift']	man gave man gift	['man', 'gave', 'man', 'gift']
man took woman eggs	['man', 'took', 'woman', 'eggs']	man gave woman eggs	['man', 'gave', 'woman', 'eggs']
man drank woman eggs	['man', 'drank', 'woman', 'eggs']	man gave woman eggs	['man', 'gave', 'woman', 'eggs']
man borrowed woman eggs	['man', 'borrowed', 'woman', 'eggs']	man gave woman eggs	['man', 'gave', 'woman', 'eggs']
man ate woman eggs	['man', 'ate', 'woman', 'eggs']	man gave woman eggs	['man', 'gave', 'woman', 'eggs']
man took woman toast	['man', 'took', 'woman', 'toast']	man gave woman toast	['man', 'gave', 'woman', 'toast']
man drank woman toast	['man', 'drank', 'woman', 'toast']	man gave woman toast	['man', 'gave', 'woman', 'toast']
man borrowed woman toast	['man', 'borrowed', 'woman', 'toast']	man gave woman toast	['man', 'gave', 'woman', 'toast']
man ate woman toast	['man', 'ate', 'woman', 'toast']	man gave woman toast	['man', 'gave', 'woman', 'toast']
man took woman pizza	['man', 'took', 'woman', 'pizza']	man gave woman pizza	['man', 'gave', 'woman', 'pizza']
man drank woman pizza	['man', 'drank', 'woman', 'pizza']	man gave woman pizza	['man', 'gave', 'woman', 'pizza']
man borrowed woman pizza	['man', 'borrowed', 'woman', 'pizza']	man gave woman pizza	['man', 'gave', 'woman', 'pizza']
man ate woman pizza	['man', 'ate', 'woman', 'pizza']	man gave woman pizza	['man', 'gave', 'woman', 'pizza']
man took woman coffee	['man', 'took', 'woman', 'coffee']	man gave woman coffee	['man', 'gave', 'woman', 'coffee']
man drank woman coffee	['man', 'drank', 'woman', 'coffee']	man gave woman coffee	['man', 'gave', 'woman', 'coffee']
man borrowed woman coffee	['man', 'borrowed', 'woman', 'coffee']	man gave woman coffee	['man', 'gave', 'woman', 'coffee']
man ate woman coffee	['man', 'ate', 'woman', 'coffee']	man gave woman coffee	['man', 'gave', 'woman', 'coffee']
man took woman tea	['man', 'took', 'woman', 'tea']	man gave woman tea	['man', 'gave', 'woman', 'tea']
man drank woman tea	['man', 'drank', 'woman', 'tea']	man gave woman tea	['man', 'gave', 'woman', 'tea']
man borrowed woman tea	['man', 'borrowed', 'woman', 'tea']	man gave woman tea	['man', 'gave', 'woman', 'tea']
man ate woman tea	['man', 'ate', 'woman', 'tea']	man gave woman tea	['man', 'gave', 'woman', 'tea']
man took woman soup	['man', 'took', 'woman', 'soup']	man gave woman soup	['man', 'gave', 'woman', 'soup']
man drank woman soup	['man', 'drank', 'woman', 'soup']	man gave woman soup	['man', 'gave', 'woman', 'soup']
man borrowed woman soup	['man', 'borrowed', 'woman', 'soup']	man gave woman soup	['man', 'gave', 'woman', 'soup']
man ate woman soup	['man', 'ate', 'woman', 'soup']	man gave woman soup	['man', 'gave', 'woman', 'soup']
man took woman sugar	['man', 'took', 'woman', 'sugar']	man gave woman sugar	['man', 'gave', 'woman', 'sugar']
man drank woman sugar	['man', 'drank', 'woman', 'sugar']	man gave woman sugar	['man', 'gave', 'woman', 'sugar']
man borrowed woman sugar	['man', 'borrowed', 'woman', 'sugar']	man gave woman sugar	['man', 'gave', 'woman', 'sugar']
man ate woman sugar	['man', 'ate', 'woman', 'sugar']	man gave woman sugar	['man', 'gave', 'woman', 'sugar']
man took woman book	['man', 'took', 'woman', 'book']	man gave woman book	['man', 'gave', 'woman', 'book']
man drank woman book	['man', 'drank', 'woman', 'book']	man gave woman book	['man', 'gave', 'woman', 'book']
man borrowed woman book	['man', 'borrowed', 'woman', 'book']	man gave woman book	['man', 'gave', 'woman', 'book']
man ate woman book	['man', 'ate', 'woman', 'book']	man gave woman book	['man', 'gave', 'woman', 'book']
man took woman letter	['man', 'took', 'woman', 'letter']	man gave woman letter	['man', 'gave', 'woman', 'letter']
man drank woman letter	['man', 'drank', 'woman', 'letter']	man gave woman letter	['man', 'gave', 'woman', 'letter']
man borrowed woman letter	['man', 'borrowed', 'woman', 'letter']	man gave woman letter	['man', 'gave', 'woman', 'letter']
man ate woman letter	['man', 'ate', 'woman', 'letter']	man gave woman letter	['man', 'gave', 'woman', 'letter']
man took woman package	['man', 'took', 'woman', 'package']	man gave woman package	['man', 'gave', 'woman', 'package']
man drank woman package	['man', 'drank', 'woman', 'package']	man gave woman package	['man', 'gave', 'woman', 'package']
man borrowed woman package	['man', 'borrowed', 'woman', 'package']	man gave woman package	['man', 'gave', 'woman', 'package']
man ate woman package	['man', 'ate', 'woman', 'package']	man gave woman package	['man', 'gave', 'woman', 'package']
man took woman gift	['man', 'took', 'woman', 'gift']	man gave woman gift	['man', 'gave', 'woman', 'gift']
man drank woman gift	['man', 'drank', 'woman', 'gift']	man gave woman gift	['man', 'gave', 'woman', 'gift']
man borrowed woman gift	['man', 'borrowed', 'woman', 'gift']	man gave woman gift	['man', 'gave', 'woman', 'gift']
man ate woman gift	['man', 'ate', 'woman', 'gift']	man gave woman gift	['man', 'gave', 'woman', 'gift']
man took boy eggs	['man', 'took', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
man drank boy eggs	['man', 'drank', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
man borrowed boy eggs	['man', 'borrowed', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
man ate boy eggs	['man', 'ate', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
man took boy toast	['man', 'took', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
man drank boy toast	['man', 'drank', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
man borrowed boy toast	['man', 'borrowed', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
man ate boy toast	['man', 'ate', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
man took boy pizza	['man', 'took', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
man drank boy pizza	['man', 'drank', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
man borrowed boy pizza	['man', 'borrowed', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
man ate boy pizza	['man', 'ate', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
man took boy coffee	['man', 'took', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
man drank boy coffee	['man', 'drank', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
man borrowed boy coffee	['man', 'borrowed', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
man ate boy coffee	['man', 'ate', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
man took boy tea	['man', 'took', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
man drank boy tea	['man', 'drank', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
man borrowed boy tea	['man', 'borrowed', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
man ate boy tea	['man', 'ate', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
man took boy soup	['man', 'took', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
man drank boy soup	['man', 'drank', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
man borrowed boy soup	['man', 'borrowed', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
man ate boy soup	['man', 'ate', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
man took boy sugar	['man', 'took', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
man drank boy sugar	['man', 'drank', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
man borrowed boy sugar	['man', 'borrowed', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
man ate boy sugar	['man', 'ate', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
man took boy book	['man', 'took', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
man drank boy book	['man', 'drank', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
man borrowed boy book	['man', 'borrowed', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
man ate boy book	['man', 'ate', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
man took boy letter	['man', 'took', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
man drank boy letter	['man', 'drank', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
man borrowed boy letter	['man', 'borrowed', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
man ate boy letter	['man', 'ate', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
man took boy package	['man', 'took', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
man drank boy package	['man', 'drank', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
man borrowed boy package	['man', 'borrowed', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
man ate boy package	['man', 'ate', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
man took boy gift	['man', 'took', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man drank boy gift	['man', 'drank', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man borrowed boy gift	['man', 'borrowed', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man ate boy gift	['man', 'ate', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man took girl eggs	['man', 'took', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man drank girl eggs	['man', 'drank', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man borrowed girl eggs	['man', 'borrowed', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man ate girl eggs	['man', 'ate', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man took girl toast	['man', 'took', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man drank girl toast	['man', 'drank', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man borrowed girl toast	['man', 'borrowed', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man ate girl toast	['man', 'ate', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man took girl pizza	['man', 'took', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
