utterance_str	utterance_lst	orig_utterance_str	orig_utterance_lst
coffee mailed boy gift	['coffee', 'mailed', 'boy', 'gift']	man mailed boy gift	['man', 'mailed', 'boy', 'gift']
tea mailed boy gift	['tea', 'mailed', 'boy', 'gift']	man mailed boy gift	['man', 'mailed', 'boy', 'gift']
soup mailed boy gift	['soup', 'mailed', 'boy', 'gift']	man mailed boy gift	['man', 'mailed', 'boy', 'gift']
sugar mailed boy gift	['sugar', 'mailed', 'boy', 'gift']	man mailed boy gift	['man', 'mailed', 'boy', 'gift']
book mailed boy gift	['book', 'mailed', 'boy', 'gift']	man mailed boy gift	['man', 'mailed', 'boy', 'gift']
letter mailed boy gift	['letter', 'mailed', 'boy', 'gift']	man mailed boy gift	['man', 'mailed', 'boy', 'gift']
package mailed boy gift	['package', 'mailed', 'boy', 'gift']	man mailed boy gift	['man', 'mailed', 'boy', 'gift']
gift mailed boy gift	['gift', 'mailed', 'boy', 'gift']	man mailed boy gift	['man', 'mailed', 'boy', 'gift']
eggs mailed girl letter	['eggs', 'mailed', 'girl', 'letter']	man mailed girl letter	['man', 'mailed', 'girl', 'letter']
toast mailed girl letter	['toast', 'mailed', 'girl', 'letter']	man mailed girl letter	['man', 'mailed', 'girl', 'letter']
pizza mailed girl letter	['pizza', 'mailed', 'girl', 'letter']	man mailed girl letter	['man', 'mailed', 'girl', 'letter']
coffee mailed girl letter	['coffee', 'mailed', 'girl', 'letter']	man mailed girl letter	['man', 'mailed', 'girl', 'letter']
tea mailed girl letter	['tea', 'mailed', 'girl', 'letter']	man mailed girl letter	['man', 'mailed', 'girl', 'letter']
soup mailed girl letter	['soup', 'mailed', 'girl', 'letter']	man mailed girl letter	['man', 'mailed', 'girl', 'letter']
sugar mailed girl letter	['sugar', 'mailed', 'girl', 'letter']	man mailed girl letter	['man', 'mailed', 'girl', 'letter']
book mailed girl letter	['book', 'mailed', 'girl', 'letter']	man mailed girl letter	['man', 'mailed', 'girl', 'letter']
letter mailed girl letter	['letter', 'mailed', 'girl', 'letter']	man mailed girl letter	['man', 'mailed', 'girl', 'letter']
package mailed girl letter	['package', 'mailed', 'girl', 'letter']	man mailed girl letter	['man', 'mailed', 'girl', 'letter']
gift mailed girl letter	['gift', 'mailed', 'girl', 'letter']	man mailed girl letter	['man', 'mailed', 'girl', 'letter']
eggs mailed girl package	['eggs', 'mailed', 'girl', 'package']	man mailed girl package	['man', 'mailed', 'girl', 'package']
toast mailed girl package	['toast', 'mailed', 'girl', 'package']	man mailed girl package	['man', 'mailed', 'girl', 'package']
pizza mailed girl package	['pizza', 'mailed', 'girl', 'package']	man mailed girl package	['man', 'mailed', 'girl', 'package']
coffee mailed girl package	['coffee', 'mailed', 'girl', 'package']	man mailed girl package	['man', 'mailed', 'girl', 'package']
tea mailed girl package	['tea', 'mailed', 'girl', 'package']	man mailed girl package	['man', 'mailed', 'girl', 'package']
soup mailed girl package	['soup', 'mailed', 'girl', 'package']	man mailed girl package	['man', 'mailed', 'girl', 'package']
sugar mailed girl package	['sugar', 'mailed', 'girl', 'package']	man mailed girl package	['man', 'mailed', 'girl', 'package']
book mailed girl package	['book', 'mailed', 'girl', 'package']	man mailed girl package	['man', 'mailed', 'girl', 'package']
letter mailed girl package	['letter', 'mailed', 'girl', 'package']	man mailed girl package	['man', 'mailed', 'girl', 'package']
package mailed girl package	['package', 'mailed', 'girl', 'package']	man mailed girl package	['man', 'mailed', 'girl', 'package']
gift mailed girl package	['gift', 'mailed', 'girl', 'package']	man mailed girl package	['man', 'mailed', 'girl', 'package']
eggs mailed girl gift	['eggs', 'mailed', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
toast mailed girl gift	['toast', 'mailed', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
pizza mailed girl gift	['pizza', 'mailed', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
coffee mailed girl gift	['coffee', 'mailed', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
tea mailed girl gift	['tea', 'mailed', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
soup mailed girl gift	['soup', 'mailed', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
sugar mailed girl gift	['sugar', 'mailed', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
book mailed girl gift	['book', 'mailed', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
letter mailed girl gift	['letter', 'mailed', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
package mailed girl gift	['package', 'mailed', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
gift mailed girl gift	['gift', 'mailed', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
eggs mailed boy letter	['eggs', 'mailed', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
toast mailed boy letter	['toast', 'mailed', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
pizza mailed boy letter	['pizza', 'mailed', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
coffee mailed boy letter	['coffee', 'mailed', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
tea mailed boy letter	['tea', 'mailed', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
soup mailed boy letter	['soup', 'mailed', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
sugar mailed boy letter	['sugar', 'mailed', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
book mailed boy letter	['book', 'mailed', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
letter mailed boy letter	['letter', 'mailed', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
package mailed boy letter	['package', 'mailed', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
gift mailed boy letter	['gift', 'mailed', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
eggs mailed boy package	['eggs', 'mailed', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
toast mailed boy package	['toast', 'mailed', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
pizza mailed boy package	['pizza', 'mailed', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
coffee mailed boy package	['coffee', 'mailed', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
tea mailed boy package	['tea', 'mailed', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
soup mailed boy package	['soup', 'mailed', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
sugar mailed boy package	['sugar', 'mailed', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
book mailed boy package	['book', 'mailed', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
letter mailed boy package	['letter', 'mailed', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
package mailed boy package	['package', 'mailed', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
gift mailed boy package	['gift', 'mailed', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
eggs mailed boy gift	['eggs', 'mailed', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
toast mailed boy gift	['toast', 'mailed', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
pizza mailed boy gift	['pizza', 'mailed', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
coffee mailed boy gift	['coffee', 'mailed', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
tea mailed boy gift	['tea', 'mailed', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
soup mailed boy gift	['soup', 'mailed', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
sugar mailed boy gift	['sugar', 'mailed', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
book mailed boy gift	['book', 'mailed', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
letter mailed boy gift	['letter', 'mailed', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
package mailed boy gift	['package', 'mailed', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
gift mailed boy gift	['gift', 'mailed', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
eggs mailed girl letter	['eggs', 'mailed', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
toast mailed girl letter	['toast', 'mailed', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
pizza mailed girl letter	['pizza', 'mailed', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
coffee mailed girl letter	['coffee', 'mailed', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
tea mailed girl letter	['tea', 'mailed', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
soup mailed girl letter	['soup', 'mailed', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
sugar mailed girl letter	['sugar', 'mailed', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
book mailed girl letter	['book', 'mailed', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
letter mailed girl letter	['letter', 'mailed', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
package mailed girl letter	['package', 'mailed', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
gift mailed girl letter	['gift', 'mailed', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
eggs mailed girl package	['eggs', 'mailed', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
toast mailed girl package	['toast', 'mailed', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
pizza mailed girl package	['pizza', 'mailed', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
coffee mailed girl package	['coffee', 'mailed', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
tea mailed girl package	['tea', 'mailed', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
soup mailed girl package	['soup', 'mailed', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
sugar mailed girl package	['sugar', 'mailed', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
book mailed girl package	['book', 'mailed', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
letter mailed girl package	['letter', 'mailed', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
package mailed girl package	['package', 'mailed', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
gift mailed girl package	['gift', 'mailed', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
eggs mailed girl gift	['eggs', 'mailed', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
toast mailed girl gift	['toast', 'mailed', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
pizza mailed girl gift	['pizza', 'mailed', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
coffee mailed girl gift	['coffee', 'mailed', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
tea mailed girl gift	['tea', 'mailed', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
soup mailed girl gift	['soup', 'mailed', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
sugar mailed girl gift	['sugar', 'mailed', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
book mailed girl gift	['book', 'mailed', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
letter mailed girl gift	['letter', 'mailed', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
package mailed girl gift	['package', 'mailed', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
gift mailed girl gift	['gift', 'mailed', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
eggs lent man coffee	['eggs', 'lent', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
toast lent man coffee	['toast', 'lent', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
pizza lent man coffee	['pizza', 'lent', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
coffee lent man coffee	['coffee', 'lent', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
tea lent man coffee	['tea', 'lent', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
soup lent man coffee	['soup', 'lent', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
sugar lent man coffee	['sugar', 'lent', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
book lent man coffee	['book', 'lent', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
letter lent man coffee	['letter', 'lent', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
package lent man coffee	['package', 'lent', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
gift lent man coffee	['gift', 'lent', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
eggs lent man tea	['eggs', 'lent', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
toast lent man tea	['toast', 'lent', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
pizza lent man tea	['pizza', 'lent', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
coffee lent man tea	['coffee', 'lent', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
tea lent man tea	['tea', 'lent', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
soup lent man tea	['soup', 'lent', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
sugar lent man tea	['sugar', 'lent', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
book lent man tea	['book', 'lent', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
letter lent man tea	['letter', 'lent', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
package lent man tea	['package', 'lent', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
gift lent man tea	['gift', 'lent', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
eggs lent man sugar	['eggs', 'lent', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
toast lent man sugar	['toast', 'lent', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
pizza lent man sugar	['pizza', 'lent', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
coffee lent man sugar	['coffee', 'lent', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
tea lent man sugar	['tea', 'lent', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
soup lent man sugar	['soup', 'lent', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
sugar lent man sugar	['sugar', 'lent', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
book lent man sugar	['book', 'lent', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
letter lent man sugar	['letter', 'lent', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
package lent man sugar	['package', 'lent', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
gift lent man sugar	['gift', 'lent', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
eggs lent man book	['eggs', 'lent', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
toast lent man book	['toast', 'lent', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
pizza lent man book	['pizza', 'lent', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
coffee lent man book	['coffee', 'lent', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
tea lent man book	['tea', 'lent', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
soup lent man book	['soup', 'lent', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
sugar lent man book	['sugar', 'lent', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
book lent man book	['book', 'lent', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
letter lent man book	['letter', 'lent', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
package lent man book	['package', 'lent', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
gift lent man book	['gift', 'lent', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
eggs lent woman coffee	['eggs', 'lent', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
toast lent woman coffee	['toast', 'lent', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
pizza lent woman coffee	['pizza', 'lent', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
coffee lent woman coffee	['coffee', 'lent', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
tea lent woman coffee	['tea', 'lent', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
soup lent woman coffee	['soup', 'lent', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
sugar lent woman coffee	['sugar', 'lent', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
book lent woman coffee	['book', 'lent', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
letter lent woman coffee	['letter', 'lent', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
package lent woman coffee	['package', 'lent', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
gift lent woman coffee	['gift', 'lent', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
eggs lent woman tea	['eggs', 'lent', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
toast lent woman tea	['toast', 'lent', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
pizza lent woman tea	['pizza', 'lent', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
coffee lent woman tea	['coffee', 'lent', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
tea lent woman tea	['tea', 'lent', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
soup lent woman tea	['soup', 'lent', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
sugar lent woman tea	['sugar', 'lent', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
book lent woman tea	['book', 'lent', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
letter lent woman tea	['letter', 'lent', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
package lent woman tea	['package', 'lent', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
gift lent woman tea	['gift', 'lent', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
eggs lent woman sugar	['eggs', 'lent', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
toast lent woman sugar	['toast', 'lent', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
pizza lent woman sugar	['pizza', 'lent', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
coffee lent woman sugar	['coffee', 'lent', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
tea lent woman sugar	['tea', 'lent', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
soup lent woman sugar	['soup', 'lent', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
sugar lent woman sugar	['sugar', 'lent', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
book lent woman sugar	['book', 'lent', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
letter lent woman sugar	['letter', 'lent', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
package lent woman sugar	['package', 'lent', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
gift lent woman sugar	['gift', 'lent', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
eggs lent woman book	['eggs', 'lent', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
toast lent woman book	['toast', 'lent', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
pizza lent woman book	['pizza', 'lent', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
coffee lent woman book	['coffee', 'lent', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
tea lent woman book	['tea', 'lent', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
soup lent woman book	['soup', 'lent', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
sugar lent woman book	['sugar', 'lent', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
book lent woman book	['book', 'lent', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
letter lent woman book	['letter', 'lent', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
package lent woman book	['package', 'lent', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
gift lent woman book	['gift', 'lent', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
eggs lent man coffee	['eggs', 'lent', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
toast lent man coffee	['toast', 'lent', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
pizza lent man coffee	['pizza', 'lent', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
coffee lent man coffee	['coffee', 'lent', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
tea lent man coffee	['tea', 'lent', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
soup lent man coffee	['soup', 'lent', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
sugar lent man coffee	['sugar', 'lent', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
book lent man coffee	['book', 'lent', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
letter lent man coffee	['letter', 'lent', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
package lent man coffee	['package', 'lent', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
gift lent man coffee	['gift', 'lent', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
eggs lent man tea	['eggs', 'lent', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
toast lent man tea	['toast', 'lent', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
pizza lent man tea	['pizza', 'lent', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
coffee lent man tea	['coffee', 'lent', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
tea lent man tea	['tea', 'lent', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
soup lent man tea	['soup', 'lent', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
sugar lent man tea	['sugar', 'lent', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
book lent man tea	['book', 'lent', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
letter lent man tea	['letter', 'lent', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
