utterance_str	utterance_lst	orig_utterance_str	orig_utterance_lst
man blinked girl package	['man', 'blinked', 'girl', 'package']	man mailed girl package	['man', 'mailed', 'girl', 'package']
man slept girl gift	['man', 'slept', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
man sat girl gift	['man', 'sat', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
man ran girl gift	['man', 'ran', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
man blinked girl gift	['man', 'blinked', 'girl', 'gift']	man mailed girl gift	['man', 'mailed', 'girl', 'gift']
woman slept boy letter	['woman', 'slept', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
woman sat boy letter	['woman', 'sat', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
woman ran boy letter	['woman', 'ran', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
woman blinked boy letter	['woman', 'blinked', 'boy', 'letter']	woman mailed boy letter	['woman', 'mailed', 'boy', 'letter']
woman slept boy package	['woman', 'slept', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman sat boy package	['woman', 'sat', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman ran boy package	['woman', 'ran', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman blinked boy package	['woman', 'blinked', 'boy', 'package']	woman mailed boy package	['woman', 'mailed', 'boy', 'package']
woman slept boy gift	['woman', 'slept', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman sat boy gift	['woman', 'sat', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman ran boy gift	['woman', 'ran', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman blinked boy gift	['woman', 'blinked', 'boy', 'gift']	woman mailed boy gift	['woman', 'mailed', 'boy', 'gift']
woman slept girl letter	['woman', 'slept', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman sat girl letter	['woman', 'sat', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman ran girl letter	['woman', 'ran', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman blinked girl letter	['woman', 'blinked', 'girl', 'letter']	woman mailed girl letter	['woman', 'mailed', 'girl', 'letter']
woman slept girl package	['woman', 'slept', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman sat girl package	['woman', 'sat', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman ran girl package	['woman', 'ran', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman blinked girl package	['woman', 'blinked', 'girl', 'package']	woman mailed girl package	['woman', 'mailed', 'girl', 'package']
woman slept girl gift	['woman', 'slept', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman sat girl gift	['woman', 'sat', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman ran girl gift	['woman', 'ran', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
woman blinked girl gift	['woman', 'blinked', 'girl', 'gift']	woman mailed girl gift	['woman', 'mailed', 'girl', 'gift']
man slept man coffee	['man', 'slept', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man sat man coffee	['man', 'sat', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man ran man coffee	['man', 'ran', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man blinked man coffee	['man', 'blinked', 'man', 'coffee']	man lent man coffee	['man', 'lent', 'man', 'coffee']
man slept man tea	['man', 'slept', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man sat man tea	['man', 'sat', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man ran man tea	['man', 'ran', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man blinked man tea	['man', 'blinked', 'man', 'tea']	man lent man tea	['man', 'lent', 'man', 'tea']
man slept man sugar	['man', 'slept', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man sat man sugar	['man', 'sat', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man ran man sugar	['man', 'ran', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man blinked man sugar	['man', 'blinked', 'man', 'sugar']	man lent man sugar	['man', 'lent', 'man', 'sugar']
man slept man book	['man', 'slept', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man sat man book	['man', 'sat', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man ran man book	['man', 'ran', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man blinked man book	['man', 'blinked', 'man', 'book']	man lent man book	['man', 'lent', 'man', 'book']
man slept woman coffee	['man', 'slept', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man sat woman coffee	['man', 'sat', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man ran woman coffee	['man', 'ran', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man blinked woman coffee	['man', 'blinked', 'woman', 'coffee']	man lent woman coffee	['man', 'lent', 'woman', 'coffee']
man slept woman tea	['man', 'slept', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man sat woman tea	['man', 'sat', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man ran woman tea	['man', 'ran', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man blinked woman tea	['man', 'blinked', 'woman', 'tea']	man lent woman tea	['man', 'lent', 'woman', 'tea']
man slept woman sugar	['man', 'slept', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man sat woman sugar	['man', 'sat', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man ran woman sugar	['man', 'ran', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man blinked woman sugar	['man', 'blinked', 'woman', 'sugar']	man lent woman sugar	['man', 'lent', 'woman', 'sugar']
man slept woman book	['man', 'slept', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man sat woman book	['man', 'sat', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man ran woman book	['man', 'ran', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
man blinked woman book	['man', 'blinked', 'woman', 'book']	man lent woman book	['man', 'lent', 'woman', 'book']
woman slept man coffee	['woman', 'slept', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman sat man coffee	['woman', 'sat', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman ran man coffee	['woman', 'ran', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman blinked man coffee	['woman', 'blinked', 'man', 'coffee']	woman lent man coffee	['woman', 'lent', 'man', 'coffee']
woman slept man tea	['woman', 'slept', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman sat man tea	['woman', 'sat', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman ran man tea	['woman', 'ran', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman blinked man tea	['woman', 'blinked', 'man', 'tea']	woman lent man tea	['woman', 'lent', 'man', 'tea']
woman slept man sugar	['woman', 'slept', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman sat man sugar	['woman', 'sat', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman ran man sugar	['woman', 'ran', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman blinked man sugar	['woman', 'blinked', 'man', 'sugar']	woman lent man sugar	['woman', 'lent', 'man', 'sugar']
woman slept man book	['woman', 'slept', 'man', 'book']	woman lent man book	['woman', 'lent', 'man', 'book']
woman sat man book	['woman', 'sat', 'man', 'book']	woman lent man book	['woman', 'lent', 'man', 'book']
woman ran man book	['woman', 'ran', 'man', 'book']	woman lent man book	['woman', 'lent', 'man', 'book']
woman blinked man book	['woman', 'blinked', 'man', 'book']	woman lent man book	['woman', 'lent', 'man', 'book']
woman slept woman coffee	['woman', 'slept', 'woman', 'coffee']	woman lent woman coffee	['woman', 'lent', 'woman', 'coffee']
woman sat woman coffee	['woman', 'sat', 'woman', 'coffee']	woman lent woman coffee	['woman', 'lent', 'woman', 'coffee']
woman ran woman coffee	['woman', 'ran', 'woman', 'coffee']	woman lent woman coffee	['woman', 'lent', 'woman', 'coffee']
woman blinked woman coffee	['woman', 'blinked', 'woman', 'coffee']	woman lent woman coffee	['woman', 'lent', 'woman', 'coffee']
woman slept woman tea	['woman', 'slept', 'woman', 'tea']	woman lent woman tea	['woman', 'lent', 'woman', 'tea']
woman sat woman tea	['woman', 'sat', 'woman', 'tea']	woman lent woman tea	['woman', 'lent', 'woman', 'tea']
woman ran woman tea	['woman', 'ran', 'woman', 'tea']	woman lent woman tea	['woman', 'lent', 'woman', 'tea']
woman blinked woman tea	['woman', 'blinked', 'woman', 'tea']	woman lent woman tea	['woman', 'lent', 'woman', 'tea']
woman slept woman sugar	['woman', 'slept', 'woman', 'sugar']	woman lent woman sugar	['woman', 'lent', 'woman', 'sugar']
woman sat woman sugar	['woman', 'sat', 'woman', 'sugar']	woman lent woman sugar	['woman', 'lent', 'woman', 'sugar']
woman ran woman sugar	['woman', 'ran', 'woman', 'sugar']	woman lent woman sugar	['woman', 'lent', 'woman', 'sugar']
woman blinked woman sugar	['woman', 'blinked', 'woman', 'sugar']	woman lent woman sugar	['woman', 'lent', 'woman', 'sugar']
woman slept woman book	['woman', 'slept', 'woman', 'book']	woman lent woman book	['woman', 'lent', 'woman', 'book']
woman sat woman book	['woman', 'sat', 'woman', 'book']	woman lent woman book	['woman', 'lent', 'woman', 'book']
woman ran woman book	['woman', 'ran', 'woman', 'book']	woman lent woman book	['woman', 'lent', 'woman', 'book']
woman blinked woman book	['woman', 'blinked', 'woman', 'book']	woman lent woman book	['woman', 'lent', 'woman', 'book']
man slept man eggs	['man', 'slept', 'man', 'eggs']	man gave man eggs	['man', 'gave', 'man', 'eggs']
man sat man eggs	['man', 'sat', 'man', 'eggs']	man gave man eggs	['man', 'gave', 'man', 'eggs']
man ran man eggs	['man', 'ran', 'man', 'eggs']	man gave man eggs	['man', 'gave', 'man', 'eggs']
man blinked man eggs	['man', 'blinked', 'man', 'eggs']	man gave man eggs	['man', 'gave', 'man', 'eggs']
man slept man toast	['man', 'slept', 'man', 'toast']	man gave man toast	['man', 'gave', 'man', 'toast']
man sat man toast	['man', 'sat', 'man', 'toast']	man gave man toast	['man', 'gave', 'man', 'toast']
man ran man toast	['man', 'ran', 'man', 'toast']	man gave man toast	['man', 'gave', 'man', 'toast']
man blinked man toast	['man', 'blinked', 'man', 'toast']	man gave man toast	['man', 'gave', 'man', 'toast']
man slept man pizza	['man', 'slept', 'man', 'pizza']	man gave man pizza	['man', 'gave', 'man', 'pizza']
man sat man pizza	['man', 'sat', 'man', 'pizza']	man gave man pizza	['man', 'gave', 'man', 'pizza']
man ran man pizza	['man', 'ran', 'man', 'pizza']	man gave man pizza	['man', 'gave', 'man', 'pizza']
man blinked man pizza	['man', 'blinked', 'man', 'pizza']	man gave man pizza	['man', 'gave', 'man', 'pizza']
man slept man coffee	['man', 'slept', 'man', 'coffee']	man gave man coffee	['man', 'gave', 'man', 'coffee']
man sat man coffee	['man', 'sat', 'man', 'coffee']	man gave man coffee	['man', 'gave', 'man', 'coffee']
man ran man coffee	['man', 'ran', 'man', 'coffee']	man gave man coffee	['man', 'gave', 'man', 'coffee']
man blinked man coffee	['man', 'blinked', 'man', 'coffee']	man gave man coffee	['man', 'gave', 'man', 'coffee']
man slept man tea	['man', 'slept', 'man', 'tea']	man gave man tea	['man', 'gave', 'man', 'tea']
man sat man tea	['man', 'sat', 'man', 'tea']	man gave man tea	['man', 'gave', 'man', 'tea']
man ran man tea	['man', 'ran', 'man', 'tea']	man gave man tea	['man', 'gave', 'man', 'tea']
man blinked man tea	['man', 'blinked', 'man', 'tea']	man gave man tea	['man', 'gave', 'man', 'tea']
man slept man soup	['man', 'slept', 'man', 'soup']	man gave man soup	['man', 'gave', 'man', 'soup']
man sat man soup	['man', 'sat', 'man', 'soup']	man gave man soup	['man', 'gave', 'man', 'soup']
man ran man soup	['man', 'ran', 'man', 'soup']	man gave man soup	['man', 'gave', 'man', 'soup']
man blinked man soup	['man', 'blinked', 'man', 'soup']	man gave man soup	['man', 'gave', 'man', 'soup']
man slept man sugar	['man', 'slept', 'man', 'sugar']	man gave man sugar	['man', 'gave', 'man', 'sugar']
man sat man sugar	['man', 'sat', 'man', 'sugar']	man gave man sugar	['man', 'gave', 'man', 'sugar']
man ran man sugar	['man', 'ran', 'man', 'sugar']	man gave man sugar	['man', 'gave', 'man', 'sugar']
man blinked man sugar	['man', 'blinked', 'man', 'sugar']	man gave man sugar	['man', 'gave', 'man', 'sugar']
man slept man book	['man', 'slept', 'man', 'book']	man gave man book	['man', 'gave', 'man', 'book']
man sat man book	['man', 'sat', 'man', 'book']	man gave man book	['man', 'gave', 'man', 'book']
man ran man book	['man', 'ran', 'man', 'book']	man gave man book	['man', 'gave', 'man', 'book']
man blinked man book	['man', 'blinked', 'man', 'book']	man gave man book	['man', 'gave', 'man', 'book']
man slept man letter	['man', 'slept', 'man', 'letter']	man gave man letter	['man', 'gave', 'man', 'letter']
man sat man letter	['man', 'sat', 'man', 'letter']	man gave man letter	['man', 'gave', 'man', 'letter']
man ran man letter	['man', 'ran', 'man', 'letter']	man gave man letter	['man', 'gave', 'man', 'letter']
man blinked man letter	['man', 'blinked', 'man', 'letter']	man gave man letter	['man', 'gave', 'man', 'letter']
man slept man package	['man', 'slept', 'man', 'package']	man gave man package	['man', 'gave', 'man', 'package']
man sat man package	['man', 'sat', 'man', 'package']	man gave man package	['man', 'gave', 'man', 'package']
man ran man package	['man', 'ran', 'man', 'package']	man gave man package	['man', 'gave', 'man', 'package']
man blinked man package	['man', 'blinked', 'man', 'package']	man gave man package	['man', 'gave', 'man', 'package']
man slept man gift	['man', 'slept', 'man', 'gift']	man gave man gift	['man', 'gave', 'man', 'gift']
man sat man gift	['man', 'sat', 'man', 'gift']	man gave man gift	['man', 'gave', 'man', 'gift']
man ran man gift	['man', 'ran', 'man', 'gift']	man gave man gift	['man', 'gave', 'man', 'gift']
man blinked man gift	['man', 'blinked', 'man', 'gift']	man gave man gift	['man', 'gave', 'man', 'gift']
man slept woman eggs	['man', 'slept', 'woman', 'eggs']	man gave woman eggs	['man', 'gave', 'woman', 'eggs']
man sat woman eggs	['man', 'sat', 'woman', 'eggs']	man gave woman eggs	['man', 'gave', 'woman', 'eggs']
man ran woman eggs	['man', 'ran', 'woman', 'eggs']	man gave woman eggs	['man', 'gave', 'woman', 'eggs']
man blinked woman eggs	['man', 'blinked', 'woman', 'eggs']	man gave woman eggs	['man', 'gave', 'woman', 'eggs']
man slept woman toast	['man', 'slept', 'woman', 'toast']	man gave woman toast	['man', 'gave', 'woman', 'toast']
man sat woman toast	['man', 'sat', 'woman', 'toast']	man gave woman toast	['man', 'gave', 'woman', 'toast']
man ran woman toast	['man', 'ran', 'woman', 'toast']	man gave woman toast	['man', 'gave', 'woman', 'toast']
man blinked woman toast	['man', 'blinked', 'woman', 'toast']	man gave woman toast	['man', 'gave', 'woman', 'toast']
man slept woman pizza	['man', 'slept', 'woman', 'pizza']	man gave woman pizza	['man', 'gave', 'woman', 'pizza']
man sat woman pizza	['man', 'sat', 'woman', 'pizza']	man gave woman pizza	['man', 'gave', 'woman', 'pizza']
man ran woman pizza	['man', 'ran', 'woman', 'pizza']	man gave woman pizza	['man', 'gave', 'woman', 'pizza']
man blinked woman pizza	['man', 'blinked', 'woman', 'pizza']	man gave woman pizza	['man', 'gave', 'woman', 'pizza']
man slept woman coffee	['man', 'slept', 'woman', 'coffee']	man gave woman coffee	['man', 'gave', 'woman', 'coffee']
man sat woman coffee	['man', 'sat', 'woman', 'coffee']	man gave woman coffee	['man', 'gave', 'woman', 'coffee']
man ran woman coffee	['man', 'ran', 'woman', 'coffee']	man gave woman coffee	['man', 'gave', 'woman', 'coffee']
man blinked woman coffee	['man', 'blinked', 'woman', 'coffee']	man gave woman coffee	['man', 'gave', 'woman', 'coffee']
man slept woman tea	['man', 'slept', 'woman', 'tea']	man gave woman tea	['man', 'gave', 'woman', 'tea']
man sat woman tea	['man', 'sat', 'woman', 'tea']	man gave woman tea	['man', 'gave', 'woman', 'tea']
man ran woman tea	['man', 'ran', 'woman', 'tea']	man gave woman tea	['man', 'gave', 'woman', 'tea']
man blinked woman tea	['man', 'blinked', 'woman', 'tea']	man gave woman tea	['man', 'gave', 'woman', 'tea']
man slept woman soup	['man', 'slept', 'woman', 'soup']	man gave woman soup	['man', 'gave', 'woman', 'soup']
man sat woman soup	['man', 'sat', 'woman', 'soup']	man gave woman soup	['man', 'gave', 'woman', 'soup']
man ran woman soup	['man', 'ran', 'woman', 'soup']	man gave woman soup	['man', 'gave', 'woman', 'soup']
man blinked woman soup	['man', 'blinked', 'woman', 'soup']	man gave woman soup	['man', 'gave', 'woman', 'soup']
man slept woman sugar	['man', 'slept', 'woman', 'sugar']	man gave woman sugar	['man', 'gave', 'woman', 'sugar']
man sat woman sugar	['man', 'sat', 'woman', 'sugar']	man gave woman sugar	['man', 'gave', 'woman', 'sugar']
man ran woman sugar	['man', 'ran', 'woman', 'sugar']	man gave woman sugar	['man', 'gave', 'woman', 'sugar']
man blinked woman sugar	['man', 'blinked', 'woman', 'sugar']	man gave woman sugar	['man', 'gave', 'woman', 'sugar']
man slept woman book	['man', 'slept', 'woman', 'book']	man gave woman book	['man', 'gave', 'woman', 'book']
man sat woman book	['man', 'sat', 'woman', 'book']	man gave woman book	['man', 'gave', 'woman', 'book']
man ran woman book	['man', 'ran', 'woman', 'book']	man gave woman book	['man', 'gave', 'woman', 'book']
man blinked woman book	['man', 'blinked', 'woman', 'book']	man gave woman book	['man', 'gave', 'woman', 'book']
man slept woman letter	['man', 'slept', 'woman', 'letter']	man gave woman letter	['man', 'gave', 'woman', 'letter']
man sat woman letter	['man', 'sat', 'woman', 'letter']	man gave woman letter	['man', 'gave', 'woman', 'letter']
man ran woman letter	['man', 'ran', 'woman', 'letter']	man gave woman letter	['man', 'gave', 'woman', 'letter']
man blinked woman letter	['man', 'blinked', 'woman', 'letter']	man gave woman letter	['man', 'gave', 'woman', 'letter']
man slept woman package	['man', 'slept', 'woman', 'package']	man gave woman package	['man', 'gave', 'woman', 'package']
man sat woman package	['man', 'sat', 'woman', 'package']	man gave woman package	['man', 'gave', 'woman', 'package']
man ran woman package	['man', 'ran', 'woman', 'package']	man gave woman package	['man', 'gave', 'woman', 'package']
man blinked woman package	['man', 'blinked', 'woman', 'package']	man gave woman package	['man', 'gave', 'woman', 'package']
man slept woman gift	['man', 'slept', 'woman', 'gift']	man gave woman gift	['man', 'gave', 'woman', 'gift']
man sat woman gift	['man', 'sat', 'woman', 'gift']	man gave woman gift	['man', 'gave', 'woman', 'gift']
man ran woman gift	['man', 'ran', 'woman', 'gift']	man gave woman gift	['man', 'gave', 'woman', 'gift']
man blinked woman gift	['man', 'blinked', 'woman', 'gift']	man gave woman gift	['man', 'gave', 'woman', 'gift']
man slept boy eggs	['man', 'slept', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
man sat boy eggs	['man', 'sat', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
man ran boy eggs	['man', 'ran', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
man blinked boy eggs	['man', 'blinked', 'boy', 'eggs']	man gave boy eggs	['man', 'gave', 'boy', 'eggs']
man slept boy toast	['man', 'slept', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
man sat boy toast	['man', 'sat', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
man ran boy toast	['man', 'ran', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
man blinked boy toast	['man', 'blinked', 'boy', 'toast']	man gave boy toast	['man', 'gave', 'boy', 'toast']
man slept boy pizza	['man', 'slept', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
man sat boy pizza	['man', 'sat', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
man ran boy pizza	['man', 'ran', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
man blinked boy pizza	['man', 'blinked', 'boy', 'pizza']	man gave boy pizza	['man', 'gave', 'boy', 'pizza']
man slept boy coffee	['man', 'slept', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
man sat boy coffee	['man', 'sat', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
man ran boy coffee	['man', 'ran', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
man blinked boy coffee	['man', 'blinked', 'boy', 'coffee']	man gave boy coffee	['man', 'gave', 'boy', 'coffee']
man slept boy tea	['man', 'slept', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
man sat boy tea	['man', 'sat', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
man ran boy tea	['man', 'ran', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
man blinked boy tea	['man', 'blinked', 'boy', 'tea']	man gave boy tea	['man', 'gave', 'boy', 'tea']
man slept boy soup	['man', 'slept', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
man sat boy soup	['man', 'sat', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
man ran boy soup	['man', 'ran', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
man blinked boy soup	['man', 'blinked', 'boy', 'soup']	man gave boy soup	['man', 'gave', 'boy', 'soup']
man slept boy sugar	['man', 'slept', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
man sat boy sugar	['man', 'sat', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
man ran boy sugar	['man', 'ran', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
man blinked boy sugar	['man', 'blinked', 'boy', 'sugar']	man gave boy sugar	['man', 'gave', 'boy', 'sugar']
man slept boy book	['man', 'slept', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
man sat boy book	['man', 'sat', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
man ran boy book	['man', 'ran', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
man blinked boy book	['man', 'blinked', 'boy', 'book']	man gave boy book	['man', 'gave', 'boy', 'book']
man slept boy letter	['man', 'slept', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
man sat boy letter	['man', 'sat', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
man ran boy letter	['man', 'ran', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
man blinked boy letter	['man', 'blinked', 'boy', 'letter']	man gave boy letter	['man', 'gave', 'boy', 'letter']
man slept boy package	['man', 'slept', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
man sat boy package	['man', 'sat', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
man ran boy package	['man', 'ran', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
man blinked boy package	['man', 'blinked', 'boy', 'package']	man gave boy package	['man', 'gave', 'boy', 'package']
man slept boy gift	['man', 'slept', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man sat boy gift	['man', 'sat', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man ran boy gift	['man', 'ran', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man blinked boy gift	['man', 'blinked', 'boy', 'gift']	man gave boy gift	['man', 'gave', 'boy', 'gift']
man slept girl eggs	['man', 'slept', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man sat girl eggs	['man', 'sat', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man ran girl eggs	['man', 'ran', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man blinked girl eggs	['man', 'blinked', 'girl', 'eggs']	man gave girl eggs	['man', 'gave', 'girl', 'eggs']
man slept girl toast	['man', 'slept', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man sat girl toast	['man', 'sat', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man ran girl toast	['man', 'ran', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man blinked girl toast	['man', 'blinked', 'girl', 'toast']	man gave girl toast	['man', 'gave', 'girl', 'toast']
man slept girl pizza	['man', 'slept', 'girl', 'pizza']	man gave girl pizza	['man', 'gave', 'girl', 'pizza']
